Announce Date,Reference_Year,Ticker,Acquirer Name,Annual_Sales,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
15-04-2016,2015,SUN,Sunoco LP,18460,22076.12248,5.8905,Green,Convenience store portfolio,Neutral,Valentine Stores Inc,76.4,,Completed
13-04-2016,2015,SUN,Sunoco LP,18460,22076.12248,5.8905,Green,"Rattlers C-Store Chain,Wholesale Motor Fuel Distribution Business/Kolkhorst Petroleum",Brown,Kolkhorst Petroleum Co,,,Completed
12-04-2016,2015,XEL,Xcel Energy Inc,11024,51570167.38,4677.9905,Brown,"Rush Creek Wind Energy LLC,Rush Creek Wind Energy II LLC",Green,Invenergy Wind Development North America LLC,,,Completed
06-04-2016,2015,DUK,Duke Energy Corp,22371,109613737.1,5571.7764,Brown,Two solar projects/North Carolina,Green,ET Capital Ltd,,,Completed
18-03-2016,2015,MFC,Manulife Financial Corp,32815,377899.1068,11.516,Green,475 MW Kings Mountain gas-fired generating plant,Brown,Nord-Trondelag Elektrisitetsverk FKF,,,Completed
17-03-2016,2015,TRP,TC Energy Corp,11300,13100004.45,1386.3467,Brown,Columbia Pipeline Group Inc,Neutral,,12026.25,18,Completed
15-03-2016,2015,MPLX,MPLX LP,961,84332.06001,87.7545,Brown,Inland marine assets,Neutral,Marathon Petroleum Corp,580.81,,Completed
23-02-2016,2015,EIX,Edison International,11524,2399999.077,178.9308,Brown,Eneractive Solutions LLC,Neutral,,,,Completed
23-02-2016,2015,EIX,Edison International,11524,2399999.077,178.9308,Brown,Delta Energy Services LLC,Neutral,,,,Completed
22-02-2016,2015,SU,Suncor Energy Inc,29208,9604343.93,238.9831,Brown,Canadian Oil Sands Ltd,Brown,,488.07,7.08,Completed
03-02-2016,2015,CLH,Clean Harbors Inc,3275.137,2114696.008,645.6817,Brown,Re-refinery facility/Churchill County,Brown,Vertex Energy Inc,35,,Completed
02-02-2016,2015,PEG,Public Service Enterprise Group Inc,10415,16582138.45,1500.3621,Brown,Martin County solar energy facility/North Carolina,Green,EcoPlexus Inc,40,,Completed
01-02-2016,2015,D,Dominion Energy Inc,11683,30886040.39,2673.0816,Brown,Dominion Energy Questar Corp,Brown,,5965.44,9.98,Completed
29-01-2016,2015,CNP,CenterPoint Energy Inc,7386,1454324.086,196.9028,Brown,Continuum Retail Energy Services LLC,Brown,Continuum Energy LLC,77.5,,Completed
27-01-2016,2015,ENB,Enbridge Inc,33794,1799858.029,82.1969,Brown,Montney natural gas assets/CA,Brown,Murphy Oil Corp,382.68,,Completed
27-01-2016,2015,MUR,Murphy Oil Corp,2787.116,2496652.37,895.7834,Brown,Fossil fuel assets/Athabasca Oil Corp,Brown,Athabasca Oil Corp,345.69,,Completed
20-01-2016,2015,EXC,Exelon Corp,29447,7677225.796,751.2325,Brown,Bluestream Wind Project,Green,Sir Robert McAlpine Ltd,,,Completed
11-01-2016,2015,ED,Consolidated Edison Inc,12554,3195105.854,244.2617,Brown,OCI Solar San Antonio 7 LLC,Green,OCI Holdings Co Ltd,0.19,,Completed
06-01-2016,2015,HON,Honeywell International Inc,38581,3521053.192,91.2639,Brown,UOP Russell LLC,Brown,,240,,Completed
05-01-2016,2015,MDU,MDU Resources Group Inc,4014.052,2205069.255,549.3375,Brown,Thunder Spirit Wind Farm Phase I,Green,ALLETE Inc,200,,Completed
31-12-2015,2014,EIX,Edison International,13413,2399998.429,178.9308,Brown,Altenex LLC,Neutral,,,,Completed
23-12-2015,2014,HE,Hawaiian Electric Industries Inc,3239.542,6072777.477,1874.579,Brown,Hamakua Energy Partners LP,Green,Ares Management Corp,84.5,,Completed
21-12-2015,2014,HEI,HEICO Corp,1132.311,55351235.58,48883.4212,Brown,Robertson Fuel Systems LLC,Neutral,American Securities LLC,255,,Completed
17-12-2015,2014,DNOW,DNOW Inc,4105,97738.82833,23.8097,Green,Updike Supply Co,Neutral,,,,Completed
11-12-2015,2014,EQNR,Equinor ASA,96542.3833,16378832.41,152.8418,Brown,Eagle Ford basin,Brown,Repsol SA,,,Completed
07-12-2015,2014,DVN,Devon Energy Corp,17632,5937485.923,708.9498,Brown,"80 thousand net acres/Anadarko Basin,253 thousand net acres/Powder River Basin",Brown,"Felix Energy LLC,Unknown Seller",2500,,Completed
17-11-2015,2014,ALE,ALLETE Inc,1136.8,8840069.805,8639.0694,Brown,A&W Technologies Inc,Neutral,,9,,Completed
16-11-2015,2014,SUN,Sunoco LP,10317.548,21644.0041,5.8905,Green,"Sunoco LLC,Legacy Sunoco retail business/",Brown,ETP Legacy LP,2397.5,,Completed
16-11-2015,2014,D,Dominion Energy Inc,12436,31810838.45,2673.0816,Brown,80 MW Solar Facility,Green,Iberdrola SA,,,Completed
12-11-2015,2014,GTE,Gran Tierra Energy Inc,559.398,144948.1306,259.1145,Brown,Petroamerica Oil Corp,Brown,,85.77,,Completed
26-10-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,Piedmont Natural Gas Co Inc,Brown,,6536.09,13.88,Completed
22-10-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,Phoenix Energy Technologies Inc,Green,"Bluff Point Associates Corp,Five Peaks Capital Management",,,Completed
12-10-2015,2014,USDP,USD Partners LP,36.098,1208.194481,33.4698,Brown,Casper Crude to Rail LLC,Neutral,"Stonepeak Partners LP,Cogent Energy Solutions LLC,Granite Peak Industries Cos",225,,Completed
08-10-2015,2014,TRP,TC Energy Corp,10185,12600000.69,1386.3467,Brown,Ravenswood/Ironwood/Ocean State Power and Kibby Wind,Green,Talen Energy Corp,657,,Completed
05-10-2015,2014,SU,Suncor Energy Inc,39862,9526346.235,238.9831,Brown,Canadian Oil Sands Ltd,Brown,,4809.92,11.8,Completed
05-10-2015,2014,XIFR,XPLR Infrastructure LP,356,1882.15441,5.287,Green,Jericho Wind Energy Center/ON,Green,NextEra Energy Resources LLC,504,,Completed
01-10-2015,2014,SUN,Sunoco LP,10317.548,21644.0041,5.8905,Green,Hawaii assets of MFM Inc,Neutral,MFM Inc,,,Completed
30-09-2015,2014,BLK,BlackRock Inc,11081,6093.509393,0.5499,Green,Longhorn Wind Project LLC,Green,Electricite de France SA,,,Completed
18-09-2015,2014,NEE,NextEra Energy Inc,17021,47752192.17,2805.4869,Brown,Wind Development Assets,Green,Hale Community Energy LLC,,,Completed
17-09-2015,2014,ED,Consolidated Edison Inc,12919,3155617.468,244.2617,Brown,350 MW AC Panoche Valley Solar Farm,Green,CalCEF Clean Energy Fund,,,Completed
01-09-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,211-MW Mesquite Creek wind farm,Green,,,,Completed
25-08-2015,2014,PEG,Public Service Enterprise Group Inc,10886,15460148.51,1500.3621,Brown,Columbia Solar Project,Green,Hanergy Thin Film Power Group Ltd,,,Completed
18-08-2015,2014,SUN,Sunoco LP,10317.548,21644.0041,5.8905,Green,Motor fuel distribution business,Neutral,Alta East Inc,57,,Completed
04-08-2015,2014,DNOW,DNOW Inc,4105,97738.82833,23.8097,Green,Challenger Industries Inc/ND,Neutral,,,,Completed
03-08-2015,2014,NEE,NextEra Energy Inc,17021,47752192.17,2805.4869,Brown,NET Midstream LLC,Neutral,,1588,,Completed
28-07-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,20MW Seville I & 30MW Seville II Projects,Green,Kruger Inc,,,Completed
15-07-2015,2014,SUN,Sunoco LP,10317.548,21644.0041,5.8905,Green,Susser Holdings Corp,Neutral,ETP Legacy LP,1940,12.83,Completed
15-07-2015,2014,KMI,Kinder Morgan Inc,16226,2751693.024,169.5854,Brown,Elba Liquefaction Co LLC,Neutral,Shell PLC,200,,Completed
13-07-2015,2014,BKH,Black Hills Corp,1393.57,3567900.977,2987.477,Brown,Black Hills Gas Holdings LLC,Brown,"General Electric Capital Corp,Alinda Capital Partners LLC (Fund: Alinda Infrastructure Fund I LP)",,,Completed
09-07-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,Sumitomo Corp and Duke Energy Mesquite Creek Wind Farm,Green,Sumitomo Corp,,,Completed
08-07-2015,2014,SU,Suncor Energy Inc,39862,9526346.235,238.9831,Brown,Poplar Creek cogeneration facilities,Brown,TransAlta Corp,,,Completed
02-07-2015,2014,VRN,Veren Inc,3355.123,2025040.878,502.3677,Brown,Coral Hill Energy Ltd,Brown,,205.94,,Completed
30-06-2015,2014,DNOW,DNOW Inc,4105,97738.82833,23.8097,Green,Odessa Pumps & Equipment Inc,Neutral,,,,Completed
30-06-2015,2014,PEG,Public Service Enterprise Group Inc,10886,15460148.51,1500.3621,Brown,755 MW Keys Energy Center,Brown,Ares Management Corp,,,Completed
29-06-2015,2014,BLDP,Ballard Power Systems Inc,68.721,2369.339492,33.4705,Brown,Ballard Unmanned Systems Inc,Green,,,,Completed
18-06-2015,2014,AWK,American Water Works Co Inc,3011,66422.0797,22.0598,Green,Keystone Clearwater Solutions LLC,Brown,Rex Energy Corp,130,,Completed
17-06-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,Stellar Energy GP Inc,Neutral,Soligent Holdings Inc,,,Completed
16-06-2015,2014,EXC,Exelon Corp,27429,16786459.26,751.2325,Brown,Demand Response Assets,Neutral,Demand Response Partners Inc,,,Completed
08-06-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,Osprey Energy Center,Brown,Calpine Corp,,,Completed
04-06-2015,2014,CVE,Cenovus Energy Inc,19708,5560377.824,282.1381,Brown,North American Terminal Operations/CA,Neutral,Chemtrade Electrochem Inc,60.12,,Completed
26-05-2015,2014,VRN,Veren Inc,3355.123,2025040.878,502.3677,Brown,Legacy Oil + Gas Inc,Brown,,1180.72,11.37,Completed
12-05-2015,2014,ED,Consolidated Edison Inc,12919,3155617.468,244.2617,Brown,6 Shovel-ready solar photovoltaic projects,Green,"SolarReserve LLC,GCL Solar Energy Inc",,,Completed
06-05-2015,2014,ALE,ALLETE Inc,1136.8,8840069.805,8639.0694,Brown,Armenia Mountain Wind LLC,Green,AES Corp/The,108,,Completed
05-05-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,Sabal Trail Natural Gas Pipeline,Brown,,,,Completed
28-04-2015,2014,XIFR,XPLR Infrastructure LP,356,1882.15441,5.287,Green,"Baldwin Wind LLC,Ashtabula Wind III LLC,FPL Energy Stateline II Inc,Mammoth Plains Wind Project LLC",Green,NextEra Energy Inc,,,Completed
24-04-2015,2014,SRE,Sempra,11035,6739321.793,610.7224,Brown,Black Oak Getty Wind Power Project,Green,Geronimo Energy LLC,,,Completed
16-04-2015,2014,ALE,ALLETE Inc,1136.8,8840069.805,8639.0694,Brown,Chanarambie & Viking Wind Farm,Green,Electricite de France SA,47.5,,Completed
15-04-2015,2014,D,Dominion Energy Inc,12436,31810838.45,2673.0816,Brown,20-megawatt Solar Facility,Green,Coronal Energy,,,Completed
14-04-2015,2014,SUN,Sunoco LP,10317.548,21644.0041,5.8905,Green,7 Pico Convenience Stores,Neutral,,,,Completed
19-02-2015,2014,BLK,BlackRock Inc,11081,6093.509393,0.5499,Green,Hereford project,Green,,,,Completed
09-02-2015,2014,DUK,Duke Energy Corp,22509,126000000.5,5571.7764,Brown,REC Solar Commercial Corp,Green,,,,Completed
02-02-2015,2014,OII,Oceaneering International Inc,3659.624,60442.93278,17.8372,Green,C&C Technologies Inc,Neutral,,230,,Completed
27-01-2015,2014,ALE,ALLETE Inc,1136.8,8840069.805,8639.0694,Brown,Kurita America Inc,Brown,Excellere Partners,168,,Completed
21-01-2015,2014,KMI,Kinder Morgan Inc,16226,2751693.024,169.5854,Brown,Hiland Partners Holdings LLC,Neutral,,3000,,Completed
20-01-2015,2014,EXC,Exelon Corp,27429,16786459.26,751.2325,Brown,7 CNG natural gas fuel stations,Brown,Brigadoon Fuel Inc,,,Completed
02-01-2015,2014,OIS,Oil States International Inc,1819.609,28623.28743,15.7305,Green,Montgomery Machine Co Inc,Neutral,,,,Completed
29-12-2014,2013,TRP,TC Energy Corp,8797,12195692.04,1386.3467,Brown,Ontario Solar Facility,Green,Canadian Solar Inc,,,Completed
22-12-2014,2013,PEG,Public Service Enterprise Group Inc,9968,14955609.4,1500.3621,Brown,12.9 megawatt solar energy facility,Green,juwi AG,,,Completed
19-12-2014,2013,RSG,Republic Services Inc,8417.2,15822235.09,1879.7504,Brown,Trevita LLC,Neutral,Tervita Corp/Old,417.25,,Completed
19-12-2014,2013,DUK,Duke Energy Corp,22756,126791343.1,5571.7764,Brown,Halifax Solar Project/North Carolina,Green,"ET Solar Group Corp,Geenex LLC",,,Completed
18-12-2014,2013,ALE,ALLETE Inc,1018.4,8798028.242,8639.0694,Brown,Storm Lake 1/Iowa,Neutral,NRG Energy Inc,,,Completed
16-12-2014,2013,D,Dominion Energy Inc,13120,35070830.36,2673.0816,Brown,Dominion Energy Carolina Gas Transmission LLC,Brown,SCANA Corp,492.9,,Completed
09-12-2014,2013,ETR,Entergy Corp,11390.947,34214241.06,3003.6345,Brown,Union Power Station/El Dorado,Brown,Entegra Power Group LLC,948,,Completed
28-11-2014,2013,ENB,Enbridge Inc,32918,2705757.297,82.1969,Brown,Portfolio of two wind farms/US,Green,E.ON SE,300,,Completed
21-11-2014,2013,PWR,Quanta Services Inc,6411.577,164385.8061,25.6389,Brown,Banister Pipelines Constructors Corp,Neutral,,,,Completed
12-11-2014,2013,JLL,Jones Lang LaSalle Inc,4461.591,12995.13147,2.9127,Green,Cresa Portland LLC,Neutral,,,,Completed
11-11-2014,2013,DTE,DTE Energy Co,9661,18428131.71,1907.4766,Brown,Renaissance power plant,Brown,LS Power Development LLC,240,,Completed
03-11-2014,2013,FCN,FTI Consulting Inc,1652.432,13108.72802,7.933,Green,Platt Sparks & Associates Consulting Petroleum Engineers Inc,Brown,,,,Completed
30-10-2014,2013,SM,SM Energy Co,2265.4,325150.71404999995,143.5291,Brown,Oil and gas properties in Rocky Mountain,Brown,,134.1,,Completed
14-10-2014,2013,BKH,Black Hills Corp,1275.852,3811578.543,2987.477,Brown,Energy West Wyoming Inc,Brown,Gas Natural Inc,17,,Completed
06-10-2014,2013,NRP,Natural Resource Partners LP,323.931,991.6967672,3.0614,Green,Non operated working interests in Williston Basin,Brown,GBK Corp,339,,Completed
06-10-2014,2013,SPB,Spectrum Brands Holdings Inc,5543.4,85102.72442,15.3521,Green,Compass Production Partners LP,Brown,EXCO Resources Inc,118.75,,Completed
03-10-2014,2013,TRP,TC Energy Corp,8797,12195692.04,1386.3467,Brown,Solar power facilities/CA,Green,Canadian Solar Inc,,,Completed
02-10-2014,2013,DOV,Dover Corp,7155.096,123446.9427,17.253,Green,Accelerated Cos LLC,Brown,"Private Investor,White Deer Management LLC (Fund: White Deer Energy LP)",430,,Completed
02-10-2014,2013,NRG,NRG Energy Inc,11295,76720999.06,6792.4745,Brown,Pure Energies Group Inc,Green,"NGEN Partners LLC (Fund: NGEN III LP),New Enterprise Associates LLC",,,Completed
30-09-2014,2013,FCX,Freeport-McMoRan Inc,20921,5859809.537,280.0922,Brown,Blocks 940 941 984 & 985,Neutral,Anadarko Petroleum Corp,500,,Completed
30-09-2014,2013,CTRA,Coterra Energy Inc,1746.278,479063.0631,274.3338,Brown,Constitution Pipeline Co LLC,Neutral,,26.6,,Completed
29-09-2014,2013,OVV,Ovintiv Inc,5858,4788382.212,817.409,Brown,Athlon Energy Inc,Brown,,6843.19,28.44,Completed
25-09-2014,2013,SUN,Sunoco LP,4492.579,26463.37845,5.8905,Green,Mid-Atlantic Convenience Stores LLC,Neutral,ETP Legacy LP,770.77,,Completed
25-09-2014,2013,SUN,Sunoco LP,4492.579,26463.37845,5.8905,Green,Aloha Petroleum Ltd,Brown,,240,,Completed
24-09-2014,2013,ENB,Enbridge Inc,32918,2705757.297,82.1969,Brown,Lac Alfred Wind Project,Green,Electricite de France SA,297.92,,Completed
24-09-2014,2013,CTRA,Coterra Energy Inc,1746.278,479063.0631,274.3338,Brown,Eagle Ford Shale asset,Brown,,210,,Completed
19-09-2014,2013,PTEN,Patterson-UTI Energy Inc,2716.034,287864.7455,105.9872,Brown,Texas based pressure pumping assets,Neutral,,,,Completed
18-09-2014,2013,JEF,Jefferies Financial Group Inc,10261.227,309377.849,30.1502,Brown,Eagle Ford Shale oil & gas leases,Brown,,,,Completed
15-09-2014,2013,D,Dominion Energy Inc,13120,35070830.36,2673.0816,Brown,Cottonwood & Catalina solar projects,Green,Electricite de France SA,,,Completed
03-09-2014,2013,ECL,Ecolab Inc,13253.4,4549886.94,343.2996,Brown,Chemical service business/AKJ,Neutral,AKJ Industries Inc,,,Completed
02-09-2014,2013,VRN,Veren Inc,2791.337,1402277.436,502.3677,Brown,Certain oil & gas assets in southeast Saskatchewan,Brown,Lightstream Resources Ltd,300.32,,Completed
25-08-2014,2013,LMT,Lockheed Martin Corp,45358,241147.17,5.3165,Green,Sun Catalytix Corp,Green,"Tata Group,Polaris Venture Partners LP (Fund: Polaris Venture Partners V LP)",,,Completed
18-08-2014,2013,TT,Trane Technologies PLC,12350.5,575832.1746,46.6242,Brown,Centrifugal Compression business,Neutral,Cameron International Corp,850,,Completed
14-08-2014,2013,NRG,NRG Energy Inc,11295,76720999.06,6792.4745,Brown,Goal Zero LLC,Green,Mercato Partners LLC,,,Completed
31-07-2014,2013,PEG,Enterprise Group Inc,9968,14955609.4,1500.3621,Brown,Westar Oilfield Rentals Inc,Brown,,12.39,,Completed
30-07-2014,2013,VRN,Veren Inc,2791.337,1402277.436,502.3677,Brown,Certain Assets,Neutral,,90.83,,Completed
30-07-2014,2013,EXC,Exelon Corp,24888,18696674.91,751.2325,Brown,Constellation Energy Services Inc,Neutral,Integrys Energy Group Inc,60,,Completed
29-07-2014,2013,SM,SM Energy Co,2265.4,325150.71404999995,143.5291,Brown,North Dakota acreage/Baytex,Brown,Baytex Energy Corp,328.9,,Completed
28-07-2014,2013,DUK,Duke Energy Corp,22756,126791343.1,5571.7764,Brown,Generating assets,Neutral,North Carolina Eastern Municipal Power Agency,1250,,Completed
23-07-2014,2013,PEG,Public Service Enterprise Group Inc,9968,14955609.4,1500.3621,Brown,ERWR Whitcomb Farm project,Green,juwi AG,,,Completed
21-07-2014,2013,FANG,Diamondback Energy Inc,200.784,57061.9771,284.1958,Brown,Interest in the Midland Basin in Texas,Brown,,538,,Completed
21-07-2014,2013,TXNM,TXNM Energy Inc,1387.923,6925474.864,4989.812,Brown,Delta Person natural gas-fired peaking facility,Brown,,37.3,,Completed
11-07-2014,2013,EXC,Exelon Corp,24888,18696674.91,751.2325,Brown,Annova LNG LLC,Brown,,,,Completed
02-07-2014,2013,PEG,Public Service Enterprise Group Inc,9968,14955609.4,1500.3621,Brown,13-MW direct current,Neutral,juwi AG,22,,Completed
23-06-2014,2013,WEC,WEC Energy Group Inc,4519,21993344.46,4866.8609,Brown,Integrys Energy Group Inc,Brown,,8928.9,12.98,Completed
23-06-2014,2013,PSX,Phillips 66,157730,21720462.31,137.7066,Brown,Spectrum Corp/The,Neutral,Dominus Capital LP,,,Completed
17-06-2014,2013,OII,Oceaneering International Inc,3287.019,58631.11814,17.8372,Green,Spectrum Sales & Services LLC,Neutral,,,,Completed
12-06-2014,2013,VRN,Veren Inc,2791.337,1402277.436,502.3677,Brown,Viking oil assets/SK,Brown,Polar Star Canadian Oil & Gas Inc,312.73,,Completed
06-06-2014,2013,PTEN,Patterson-UTI Energy Inc,2716.034,287864.7455,105.9872,Brown,East Texas based pressure pumping operations,Neutral,,,,Completed
05-06-2014,2013,PSX,Phillips 66,157730,21720462.31,137.7066,Brown,EPCO Inc Beaumont Storage Facility/Terminal,Brown,Chevron Corp,,,Completed
02-06-2014,2013,OII,Oceaneering International Inc,3287.019,58631.11814,17.8372,Green,Airsis Inc,Neutral,,,,Completed
22-05-2014,2013,MPC,Marathon Petroleum Corp,93897,17199953.46,183.1789,Brown,Hess Retail Holdings LLC,Neutral,Hess Corp,2644,,Completed
08-05-2014,2013,FCX,Freeport-McMoRan Inc,20921,5859809.537,280.0922,Brown,Deepwater Gulf of Mexico Interests,Neutral,Apache Corp,1400,,Completed
07-05-2014,2013,OVV,Ovintiv Inc,5858,4788382.212,817.409,Brown,Freeport-McMoRan Eagle Ford-Shale assets,Brown,Freeport-McMoRan Inc,3100,,Completed
06-05-2014,2013,DVN,Devon Energy Corp,10783,7644606.061,708.9498,Brown,Cana-Woodford assets,Brown,Cimarex Energy Co,248.7,,Completed
30-04-2014,2013,EXC,Exelon Corp,24888,18696674.91,751.2325,Brown,Pepco Holdings LLC,Neutral,,12184.67,10.14,Completed
24-04-2014,2013,BLDP,Ballard Power Systems Inc,61.251,2050.104621,33.4705,Brown,Intellectual Ppty & Assets,Neutral,RTX Corp,23.04,,Completed
23-04-2014,2013,VRN,Veren Inc,2791.337,1402277.436,502.3677,Brown,CanEra Energy Corp,Brown,,976.74,,Completed
27-03-2014,2013,NRG,NRG Energy Inc,11295,76720999.06,6792.4745,Brown,Roof Diagnostics Solar,Green,,,,Completed
21-03-2014,2013,VLO,Valero Energy Corp,132615,25523118.19,192.4603,Brown,Corn ethanol plant,Brown,Pacific Ethanol Central LLC,,,Completed
20-03-2014,2013,EQNR,Equinor ASA,104979.6193,16045279.12,152.8418,Brown,Kai Kos Dehseh Assets,Brown,PTT Exploration & Production PCL,461.72,,Completed
19-03-2014,2013,EXC,Exelon Corp,24888,18696674.91,751.2325,Brown,Constellation Proliance LLC,Neutral,,,,Completed
11-03-2014,2013,NRG,NRG Energy Inc,11295,76720999.06,6792.4745,Brown,retail electric business,Neutral,Dominion Energy Inc,,,Completed
