Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Deal Status
26-11-2018,2017,D,Dominion Energy Inc,30334871.76,639.8951,Brown,Dominion Energy Midstream Partners LP,Neutral,,891.98,15-11-2018,55.23,06-12-2018,56.86,47406.01,-0.07,Completed
23-11-2018,2017,GIB,CGI Inc,3570.9,0.285,Green,Onstream Engineering Ltd,Neutral,,,12-11-2018,60.77,03-12-2018,64.29,12529.89,2.45,Completed
19-11-2018,2017,NEE,NextEra Energy Inc,39293829.13,490.6371,Brown,Trans Bay Cable LLC,Neutral,SteelRiver Infrastructure Partners LP,1000,08-11-2018,37.21,29-11-2018,38.13,80087.35,0.63,Completed
15-11-2018,2017,SUN,Sunoco LP,12719.49,5.7189,Green,Refined Products Terminals business/American Midstream Partners LP,Neutral,American Midstream Partners LP,125,02-11-2018,15.54,26-11-2018,16.4,2224.13,0.72,Completed
13-11-2018,2017,PUMP,ProPetro Holding Corp,17796.84,9.9712,Brown,Pressure pumping assets/Pioneer Natural Resources Co,Neutral,Pioneer Natural Resources Co,398.37,02-11-2018,17.59,23-11-2018,17.94,1784.82,-1.39,Completed
13-11-2018,2017,GEOS,Geospace Technologies Corp,764.77,4.5974,Green,OptoSeis fiber optic sensing technology business,Neutral,PGS Americas Inc,1.8,02-11-2018,13.04,23-11-2018,14.12,166.35,5.24,Completed
08-11-2018,2017,WES,Western Midstream Partners LP,712080.04,106.2437,Brown,Western Midstream Operating LP,Neutral,,9369.62,26-10-2018,16.59,19-11-2018,16.62,6702.33,2.54,Completed
06-11-2018,2017,XEL,Xcel Energy Inc,47199447.36,2015.6637,Brown,Mankato Energy Center LLC,Neutral,Southern Co/The,650,26-10-2018,40.23,16-11-2018,42.35,23416.33,0.66,Completed
06-11-2018,2017,FANG,Diamondback Energy Inc,576499.11,22.0491,Brown,Northwest Martin & Northeast Andrews oil production assets/TX,Brown,"EnergyQuest II LLC,EXL Petroleum Management LLC",312.5,26-10-2018,90.64,16-11-2018,91.18,26146.11,1.6,Completed
05-11-2018,2017,FCEL,FuelCell Energy Inc,3020.28,0.4409,Green,14.9 MW fuel cell park/Bridgeport,Neutral,Dominion Energy Inc,35.4,25-10-2018,313.2,15-11-2018,316.8,6850.59,-4.39,Completed
01-11-2018,2017,OVV,Ovintiv Inc,3136000.17,318.1292,Brown,Ovintiv Exploration Inc,Neutral,,2172,19-10-2018,47.29,12-11-2018,35.54,9857.63,-0.31,Completed
31-10-2018,2017,FANG,Diamondback Energy Inc,576499.11,22.2473,Brown,Ajax Resources LLC,Neutral,Kelso & Co LP,,19-10-2018,101.27,12-11-2018,87.83,25913.17,1.6,Completed
25-10-2018,2017,PTEN,Patterson-UTI Energy Inc,200653.73,38.3541,Brown,Current Power Solutions Inc,Neutral,,,12-10-2018,14.64,05-11-2018,15.2,5231.61,-0.88,Completed
18-10-2018,2017,SRE,Sempra,5113015.16,165.3943,Brown,InfraREIT Inc,Neutral,,1864.34,05-10-2018,47.57,29-10-2018,46.07,30914.1,0.7,Completed
18-10-2018,2017,VLO,Valero Energy Corp,26831803.32,1083.0967,Brown,Valero Energy Partners LP,Neutral,,950.47,05-10-2018,89.09,29-10-2018,66.47,24773.23,0.47,Completed
16-10-2018,2017,SUN,Sunoco LP,12719.49,5.5947,Green,Fuel distribution business/Brenco Marketing Corp,Neutral,Brenco Marketing Corp,24,05-10-2018,16.82,26-10-2018,15.17,2273.47,0.72,Completed
16-10-2018,2017,TDY,Teledyne Technologies Inc,61951.73,5.8093,Green,Certain Assets,Neutral,Falcon Analytical Systems & Technologies LLC,,05-10-2018,238.67,26-10-2018,216.06,10664.28,1.4,Completed
15-10-2018,2017,NINE,Nine Energy Service Inc,18674.06,11.4822,Brown,Magnum Oil Tools International Ltd,Brown,,496.21,04-10-2018,32.3,25-10-2018,35.47,1626.35,-2.87,Completed
11-10-2018,2017,EXC,Exelon Corp,10200734.34,417.6338,Brown,PFMG Solar LLC,Green,Spear Point Energy LLC,,28-09-2018,24.83,22-10-2018,24.74,24425.07,0.6,Completed
09-10-2018,2017,AM,Antero Midstream Corp,63931.33,14.3667,Brown,Antero Midstream Partners LP,Neutral,Antero Resources Corp,3025.29,28-09-2018,8.42,19-10-2018,8.96,4449.98,1.93,Completed
09-10-2018,2017,AM,Antero Midstream Corp,63931.33,14.3667,Brown,Antero Midstream Partners LP,Neutral,,2786.85,28-09-2018,8.42,19-10-2018,8.96,4449.98,1.93,Completed
08-10-2018,2017,FET,Forum Energy Technologies Inc,10986.91,3.9333,Green,Global Heat Transfer Inc,Neutral,Pelican Energy Partners LP,,27-09-2018,209,18-10-2018,185.6,2793.31,-1.52,Completed
27-09-2018,2017,MPLX,MPLX LP,434750.11,23.4995,Brown,430 acre Pin Oak Terminals facility,Neutral,"Mercuria Energy Asset Management BV,Dauphine Midstream LLC",450,14-09-2018,18.83,08-10-2018,18.58,18500.37,2.93,Completed
27-09-2018,2017,JCI,Johnson Controls International plc,998530.23,49.4167,Brown,Federal Energy Infrastructure Solutions LLC,Neutral,"Electricite de France SA,Unknown Seller",,14-09-2018,32.49,08-10-2018,31.44,20206.32,1,Completed
20-09-2018,2017,ED,Consolidated Edison Inc,3014998.84,140.4735,Brown,US renewables portfolio & midstream assets,Green,Sempra,1540,07-09-2018,63.2,01-10-2018,59.8,21463.11,0.44,Completed
18-09-2018,2017,ENB,Enbridge Inc,8305905.16,159.9482,Brown,Enbridge Energy Partners LP,Neutral,,9200.84,07-09-2018,23.48,28-09-2018,22.28,51928.71,0.27,Completed
18-09-2018,2017,ENB,Enbridge Inc,8305905.16,159.9482,Brown,Enbridge Income Fund Holdings Inc,Neutral,,3653.14,07-09-2018,23.48,28-09-2018,22.28,51928.71,0.27,Completed
18-09-2018,2017,ENB,Enbridge Inc,8305905.16,159.9482,Brown,Enbridge Energy Management LLC,Neutral,,994.11,07-09-2018,23.48,28-09-2018,22.28,51928.71,0.27,Completed
06-09-2018,2017,AMRC,Ameresco Inc,17007.82,35.852,Brown,Chelsea Group Ltd,Neutral,,,24-08-2018,14.7,17-09-2018,13.45,474.39,0.89,Completed
30-08-2018,2017,AEP,American Electric Power Co Inc,39515012.33,1300.1122,Brown,1.4 MW Fuel cell power plant/US,Neutral,FuelCell Energy Inc,,17-08-2018,57.55,10-09-2018,58.26,30393.54,0.64,Completed
24-08-2018,2017,ENB,Enbridge Inc,8305905.16,155.4027,Brown,Spectra Energy Partners LP,Neutral,,3158.62,13-08-2018,24.64,04-09-2018,23.54,53447.64,0.27,Completed
23-08-2018,2017,ROCK,Gibraltar Industries Inc,33174.79,23.8877,Brown,SolarBOS,Green,,6.4,10-08-2018,43.35,04-09-2018,45.8,1388.78,3.25,Completed
22-08-2018,2017,ETR,Entergy Corp,33135506.76,2703.871,Brown,810-megawatt Choctaw plant,Neutral,NRG Energy Inc,314,10-08-2018,29.87,04-09-2018,30.19,12254.84,0.44,Completed
22-08-2018,2017,APD,Air Products and Chemicals Inc,17737156.5,565.9646,Brown,Rotoflow turboexpander business,Neutral,Baker Hughes Co,,10-08-2018,135.31,04-09-2018,140.85,31339.69,1.54,Completed
21-08-2018,2017,UGI,UGI Corp,2135111.27,235.0699,Brown,Hunlock Creek natural gas facility,Brown,LS Power Equity Advisors LLC,,10-08-2018,41.86,31-08-2018,41.67,9082.88,2.43,Completed
14-08-2018,2017,FANG,Diamondback Energy Inc,576499.11,18.7088,Brown,Energen Corp,Neutral,,9144.68,03-08-2018,104.11,24-08-2018,97.01,30814.27,1.6,Completed
09-08-2018,2017,FANG,Diamondback Energy Inc,576499.11,19.0797,Brown,Midland basin assets/Texas,Neutral,Ajax Resources LLC,1241.63,27-07-2018,105.34,20-08-2018,96.4,30215.25,1.6,Completed
08-08-2018,2017,STWD,Starwood Property Trust Inc,4048.77,1.0295,Green,Energy Financial Services business/General Electric Co,Neutral,General Electric Co,2010,27-07-2018,12.13,20-08-2018,11.87,3932.64,0.08,Completed
06-08-2018,2017,KOS,Kosmos Energy Ltd,337587.06,97.0996,Brown,"Deep Gulf Energy LP,Deep Gulf Energy II LLC,Deep Gulf Energy III LLC",Neutral,"Quintana Capital Group LP (Fund: Quintana Energy Partners LP),First Reserve Corp (Fund: First Reserve Fund XI LP),First Reserve Corp (Fund: First Reserve Fund X LP),ArcLight Capital Partners LLC (Fund: ArcLight Energy Partners Fund V LP)",1225,26-07-2018,7.42,16-08-2018,7.42,3476.71,-0.12,Completed
01-08-2018,2017,ET,Energy Transfer LP,7242.52,0.2079,Green,Energy Transfer Operating LP,Neutral,,59299.55,20-07-2018,9.74,13-08-2018,9.75,34839.98,0.86,Completed
01-08-2018,2017,BIP,Brookfield Infrastructure Partners LP,426787.71,48.6365,Brown,Enercare Inc,Neutral,,2392.9,20-07-2018,18.48,13-08-2018,18.7,8775.05,0,Completed
01-08-2018,2017,SUN,Sunoco LP,12719.49,6.3429,Green,Sandford Oil Co Inc,Brown,,66,20-07-2018,14.12,13-08-2018,15.33,2005.31,0.72,Completed
01-08-2018,2017,CRK,Comstock Resources Inc,122144.84,49.9864,Brown,Haynesville shale property/US,Neutral,Enduro Resource Partners LLC,37,20-07-2018,10.45,13-08-2018,8.3,2443.56,-0.74,Completed
31-07-2018,2017,NOG,Northern Oil and Gas Inc,180735.58,55.6269,Brown,W Energy Partners LLC,Neutral,"Crestview Partners LP/NY (Fund: Crestview Partners III LP),Unknown Seller",156.37,20-07-2018,30.14,10-08-2018,28.46,3249.07,1.28,Completed
31-07-2018,2017,GPRE,Green Plains Inc,1720434.63,1650.2495,Brown,2 cattle feeding operations of Bartlett Cattle Co LC,Neutral,Bartlett Cattle Co LP,16,20-07-2018,15.43,10-08-2018,17.27,1042.53,-3.08,Completed
30-07-2018,2017,GEOS,Geospace Technologies Corp,764.77,4.3061,Green,Quantum Technology Sciences Inc,Neutral,,4.4,19-07-2018,14.16,09-08-2018,13.05,177.6,5.24,Completed
30-07-2018,2017,NEE,NextEra Energy Inc,39293829.13,540.7318,Brown,City Gas Co Of Florida,Brown,Southern Co/The,,19-07-2018,36.18,09-08-2018,36.31,72667.87,0.63,Completed
25-07-2018,2017,OKE,ONEOK Inc,2899999.86,101.4448,Brown,West Texas LPG Pipeline LP,Neutral,Martin Midstream Partners LP,193.7,13-07-2018,46.12,06-08-2018,44.59,28586.96,1.44,Completed
25-07-2018,2017,PLUG,Plug Power Inc,4442.44,2.4264,Green,American Fuel Cell LLC,Neutral,Excell Partners Inc,,13-07-2018,2.05,06-08-2018,1.97,1830.89,-4.47,Completed
24-07-2018,2017,HAL,Halliburton Co,929865.56,30.0283,Brown,Athlon Solutions LLC,Neutral,,,13-07-2018,40.09,03-08-2018,37.17,30966.26,2.4,Completed
19-07-2018,2017,PHX,PHX Minerals Inc,19137.85,28.7381,Brown,Producing oil and gas properties,Brown,,9,06-07-2018,17.55,30-07-2018,17.38,665.94,0.68,Completed
18-07-2018,2017,NOG,Northern Oil and Gas Inc,180735.58,60.5064,Brown,Oil production/North Dakota,Brown,Pivotal Petroleum Partners LP,148.57,06-07-2018,28.9,30-07-2018,30.14,2987.05,1.28,Completed
16-07-2018,2017,TDW,Tidewater Inc,770018.73,488.5038,Brown,Gulfmark Offshore Inc,Neutral,,273.5,05-07-2018,30.12,26-07-2018,33.05,1576.28,1.78,Completed
09-07-2018,2017,LNT,Alliant Energy Corp,31546080.73,3601.5167,Brown,CLS Partners LLC,Neutral,,,28-06-2018,34.27,19-07-2018,34.75,8759.11,0.66,Completed
09-07-2018,2017,DUK,Duke Energy Corp,96513935.2,2085.5734,Brown,Shoreham Solar Commons project,Green,Invenergy LLC,,28-06-2018,60.05,19-07-2018,61.54,46276.93,0.65,Completed
03-07-2018,2017,COP,ConocoPhillips,9669320.86,136.6633,Brown,Greater Kuparuk Area/Alaska,Neutral,BP PLC,,22-06-2018,54.18,13-07-2018,57.56,70752.87,1.88,Completed
03-07-2018,2017,BLDP,Ballard Power Systems Inc,4302.31,5.0594,Green,Fuel Cell Assets,Neutral,AFCC Automotive Fuel Cell Cooperation Corp,,22-06-2018,2.85,13-07-2018,2.8,850.36,-24.69,Completed
02-07-2018,2017,FET,Forum Energy Technologies Inc,10986.91,3.696,Green,Certain assets/ESP Completion Technologies LLC,Neutral,C&J Energy Services Inc,8,21-06-2018,232,12-07-2018,242,2972.66,-1.52,Completed
02-07-2018,2017,FELE,Franklin Electric Co Inc,16642.81,8.5754,Green,Stationary Power Division,Neutral,Midtronics Inc,,21-06-2018,42.87,12-07-2018,43.24,1940.76,1.85,Completed
29-06-2018,2017,L,Loews Corp,430500.81,43.5885,Brown,Boardwalk Pipeline Partners LP,Neutral,,1504.16,18-06-2018,48.42,09-07-2018,48.54,9876.47,0.23,Completed
28-06-2018,2017,WEC,WEC Energy Group Inc,15143512.24,915.7479,Brown,Bishop Hill III Wind Energy Center,Green,,143.5,15-06-2018,48.93,09-07-2018,51.7,16536.77,0.96,Completed
27-06-2018,2017,NOG,Northern Oil and Gas Inc,180735.58,71.6028,Brown,Production Asset/ Willston Basin,Neutral,"Continental Resources Inc/OK,Whiting Petroleum Corp",6.37,15-06-2018,24.5,09-07-2018,30.93,2524.14,1.28,Completed
25-06-2018,2017,CMS,CMS Energy Corp,6560220.2,576.1346,Brown,CMS Northwest Ohio Wind Farm,Green,Starwood Energy Group Global LLC,,14-06-2018,35.74,05-07-2018,39.48,11386.61,0.74,Completed
22-06-2018,2017,DAN,Dana Inc,265503.11,102.2408,Brown,TM4 Inc,Neutral,Hydro-Quebec,123.88,11-06-2018,19.57,02-07-2018,17.33,2596.84,-1.07,Completed
21-06-2018,2017,BIP,Brookfield Infrastructure Partners LP,426787.71,51.2912,Brown,Data centers/AT&T Inc,Neutral,AT&T Inc,1100,08-06-2018,17.55,02-07-2018,17.82,8320.88,0,Completed
19-06-2018,2017,LNG,Cheniere Energy Inc,2516949.05,179.74,Brown,Cheniere Energy Partners LP Holdings LLC,Neutral,,575.13,08-06-2018,63.09,29-06-2018,62.9,14003.28,2.23,Completed
18-06-2018,2017,BTE,Baytex Energy Corp,1013986.09,388.3888,Brown,Raging River Exploration Inc,Neutral,,1492.49,07-06-2018,4.21,28-06-2018,3.22,2610.75,2.43,Completed
12-06-2018,2017,ENPH,Enphase Energy Inc,10150.85,17.0282,Brown,Microinverter business/SunPower Corp,Neutral,SunPower Corp,66.37,01-06-2018,5.78,22-06-2018,6.62,596.12,1.91,Completed
31-05-2018,2017,IOSP,Innospec Inc,363281.4,206.0376,Brown,BioSuite LLC,Neutral,,8.6,18-05-2018,69.77,11-06-2018,73.5,1763.18,-4.06,Completed
31-05-2018,2017,PPL,PPL Corp,9863356.35,667.8495,Brown,Safari Energy LLC,Neutral,,,18-05-2018,19.56,11-06-2018,19.12,14768.83,0.43,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,39293829.13,564.8598,Brown,Gulf Power Co,Neutral,Southern Co/The,5750,10-05-2018,33.82,31-05-2018,35,69563.86,0.63,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,39293829.13,564.8598,Brown,Pivotal Utility Holdings Inc,Neutral,Southern Co/The,530,10-05-2018,33.82,31-05-2018,35,69563.86,0.63,Completed
21-05-2018,2017,NEE,NextEra Energy Inc,39293829.13,564.8598,Brown,"Southern Co-Florida LLC,Southern Co - Oleander LLC",Neutral,Southern Co/The,195,10-05-2018,33.82,31-05-2018,35,69563.86,0.63,Completed
18-05-2018,2017,AWK,American Water Works Co Inc,61576.9,4.443,Green,Sundale Utilities Inc,Neutral,,2,07-05-2018,74.53,29-05-2018,74.16,13859.45,0.73,Completed
17-05-2018,2017,VVV,Valvoline Inc,10140.31,4.0887,Green,Great Canadian Oil Change,Brown,,,04-05-2018,19.71,29-05-2018,18.93,2480.07,3.9,Completed
15-05-2018,2017,EPM,Evolution Petroleum Corp,16494.49,79.6797,Brown,Oil and gas assets/Enduro Resource Partners LLC,Brown,Enduro Resource Partners LLC,27.5,04-05-2018,6.17,25-05-2018,6.14,207.01,-1.14,Completed
14-05-2018,2017,AMRC,Ameresco Inc,17007.82,43.8188,Brown,JVP Engineers PC,Neutral,,1.9,03-05-2018,11.55,24-05-2018,11.55,388.14,0.89,Completed
09-05-2018,2017,SND,Smart Sand Inc,12876.57,39.5351,Brown,Quickthree Solutions Inc,Neutral,,33.27,27-04-2018,6.91,21-05-2018,6.53,325.7,-0.03,Completed
09-05-2018,2017,SEDG,SolarEdge Technologies Inc,21533.03,6.5825,Green,Certain Assets,Neutral,ES Australia Israel Holdings L,11.5,27-04-2018,53.1,21-05-2018,67.25,3271.25,-11.9,Completed
08-05-2018,2017,SHEL,Shell PLC,36710729.2,237.8951,Brown,GI Endurant LLC,Neutral,,,27-04-2018,51.15,18-05-2018,53.97,154314.79,1.09,Completed
04-05-2018,2017,WEC,WEC Energy Group Inc,15143512.24,924.6811,Brown,Forward Wind Energy Center,Green,,173.9,23-04-2018,49.78,14-05-2018,49.91,16377.01,0.96,Completed
30-04-2018,2017,MPC,Marathon Petroleum Corp,22184814.95,1189.7346,Brown,Andeavor,Neutral,,29019.66,19-04-2018,63.23,10-05-2018,61.75,18646.86,0.47,Completed
26-04-2018,2017,CRK,Comstock Resources Inc,122144.84,62.8401,Brown,Certain Assets,Neutral,"Arkoma Drilling LP,Williston Drilling LP",489.47,13-04-2018,4.95,07-05-2018,6.72,1943.74,-0.74,Completed
26-04-2018,2017,NOG,Northern Oil and Gas Inc,180735.58,124.6581,Brown,Production Asset/ Willston Basin,Neutral,Deutsche Rohstoff AG,50.3,13-04-2018,14.45,07-05-2018,16.57,1449.85,1.28,Completed
23-04-2018,2017,CNP,CenterPoint Energy Inc,1902759.39,139.7183,Brown,Vectren Corp,Neutral,,8053.22,12-04-2018,21.37,03-05-2018,20.44,13618.54,0.57,Completed
16-04-2018,2017,MPC,Marathon Petroleum Corp,22184814.95,1149.6784,Brown,78 Express Mart Locations,Neutral,Petr-All Petroleum Consulting Corp,,05-04-2018,58.46,26-04-2018,66.04,19296.54,0.47,Completed
11-04-2018,2017,AWK,American Water Works Co Inc,61576.9,4.3931,Green,Nicor Energy LLC,Neutral,Southern Co/The,365,29-03-2018,72.18,23-04-2018,74.07,14016.69,0.73,Completed
04-04-2018,2017,EXC,Exelon Corp,10200734.34,467.8393,Brown,Everett LNG LLC,Neutral,Engie SA,,23-03-2018,21.09,16-04-2018,21.58,21803.93,0.6,Completed
03-04-2018,2017,SUN,Sunoco LP,12719.49,6.9021,Green,Wholesale fuel distribution and terminal business,Neutral,Superior Plus Corp,40,23-03-2018,13.98,13-04-2018,14.58,1842.84,0.72,Completed
27-03-2018,2017,NRG,NRG Energy Inc,25644717.16,5144.2011,Brown,XOOM Energy LLC,Neutral,,210,16-03-2018,25.35,06-04-2018,25.07,4985.17,2.68,Completed
20-03-2018,2017,NWE,Northwestern Energy Group Inc,3158489.22,1319.6993,Brown,Two Dot Wind Farm LLC,Green,New Jersey Resources Corp,18.5,09-03-2018,38.01,02-04-2018,39.75,2393.34,1.01,Completed
19-03-2018,2017,NWE,Northwestern Energy Group Inc,3158489.22,1307.8468,Brown,NorthWestern Two Dot Wind Farm,Green,New Jersey Resources Corp,18.5,08-03-2018,37.88,29-03-2018,40.48,2415.03,1.01,Completed
15-03-2018,2017,SND,Smart Sand Inc,12876.57,51.0226,Brown,Van Hook Crude Terminal LLC,Neutral,Plains All American Pipeline LP,0.02,02-03-2018,7.39,26-03-2018,5.31,252.37,-0.03,Completed
13-03-2018,2017,TT,Trane Technologies PLC,364845.77,26.4205,Brown,Agilis Energy LLC,Neutral,,,02-03-2018,59.9,23-03-2018,58.51,13809.17,3,Completed
02-03-2018,2017,TTE,TotalEnergies SE,36255632.28,439.6537,Brown,Marathon Oil Libya Ltd,Brown,Marathon Oil Corp,450,16-02-2018,37.35,12-03-2018,37.57,82464.06,0.81,Completed
28-02-2018,2017,OIS,Oil States International Inc,10358.85,6.8181,Green,Falcon Flowback Services LLC,Neutral,Argonaut Private Equity LLC,85,16-02-2018,27.3,12-03-2018,26.35,1519.31,1.51,Completed
21-02-2018,2017,PTEN,Patterson-UTI Energy Inc,200653.73,32.8853,Brown,Superior QC LLC,Neutral,,,09-02-2018,15.89,05-03-2018,16.93,6101.62,-0.88,Completed
14-02-2018,2017,TTI,TETRA Technologies Inc,16848.48,35.1545,Brown,SwiftWater Energy Services LLC,Neutral,,70.32,02-02-2018,3.81,26-02-2018,4.01,479.27,16.97,Completed
08-02-2018,2017,PR,Permian Resources Corp,205655.84,17.3134,Brown,4000 net acres/Lea County,Neutral,OneEnergy Partners LLC,95,26-01-2018,18.91,20-02-2018,17.13,11878.43,1.28,Completed
08-02-2018,2017,PEG,Public Service Enterprise Group Inc,12074297.04,657.9439,Brown,solar energy facility/7 MW,Green,BayWa r.e. GmbH,10,26-01-2018,40.33,20-02-2018,38.83,18351.56,0.52,Completed
24-01-2018,2017,ORA,Ormat Technologies Inc,235286.3,60.9223,Brown,US Geothermal Inc,Green,,198.78,12-01-2018,62.97,05-02-2018,62.22,3862.07,0.72,Completed
24-01-2018,2017,WKC,World Kinect Corp,692985.07,494.3149,Brown,Portfolio of 43 stores/Western Convenience,Neutral,Western Convenience Stores Inc,,12-01-2018,25.7,05-02-2018,23.07,1401.91,-1.51,Completed
03-01-2018,2017,D,Dominion Energy Inc,30334871.76,635.8227,Brown,SCANA Corp,Neutral,,14504.33,22-12-2017,58.35,16-01-2018,54.6,47709.64,-0.07,Completed
02-01-2018,2017,AROC,Archrock Inc,14403.55,12.5764,Brown,Archrock Partners LP,Neutral,,584.85,22-12-2017,6.8,12-01-2018,6.83,1145.28,1.56,Completed
12-12-2017,2016,OIS,Oil States International Inc,10500.5,7.2658,Green,GEODynamics Inc,Neutral,"Management Group,Private Investor,Lime Rock Partners LLC (Fund: Lime Rock Partners IV LP),Lime Rock Partners LLC (Fund: Lime Rock Partners V LP)",519.22,01-12-2017,24.9,22-12-2017,28.25,1445.2,1.51,Completed
11-12-2017,2016,CHRD,Chord Energy Corp,278103.31,703.3823,Brown,Permian Assets/Forge Energy LLC,Neutral,Forge Energy LLC,946,30-11-2017,6.75,21-12-2017,5.39,395.38,1.62,Completed
11-12-2017,2016,GLW,Corning Inc,330286.14,14.5489,Brown,Communication Markets Division,Neutral,3M Co,900,30-11-2017,26.36,21-12-2017,26.28,22701.81,1.12,Completed
11-12-2017,2016,NVAX,NOV Inc,339.45,0.0765,Green,Vallourec Drilling Products USA Inc,Neutral,Vallourec SA,63,30-11-2017,27.2,21-12-2017,23,4439.29,-7.08,Completed
11-12-2017,2016,SEI,Solaris Energy Infrastructure,330.36,0.6608,Green,Railtronix LLC,Neutral,,,30-11-2017,12.26,21-12-2017,15.1,499.97,-0.1,Completed
06-12-2017,2016,DUK,Duke Energy Corp,97942420.64,1929.7676,Brown,REC Solar Commercial Corp,Green,,,24-11-2017,65.71,18-12-2017,64.06,50753.48,0.65,Completed
05-12-2017,2016,WKC,World Kinect Corp,545310.24,390.2516,Brown,Ondemand Energy Inc,Neutral,,,24-11-2017,24.47,15-12-2017,24.67,1397.33,-1.51,Completed
08-11-2017,2016,DK,Delek US Holdings Inc,1079759.36,757.5876,Brown,Alon USA Partners LP,Neutral,,148.62,27-10-2017,20.97,20-11-2017,24.19,1425.26,-6.21,Completed
01-11-2017,2016,UGI,UGI Corp,1688117.79,216.4437,Brown,Rockdale Marcellus Midstream Assets/Pennsylvania,Neutral,Rockdale Marcellus LLC,,20-10-2017,36.48,13-11-2017,36.65,7799.34,2.43,Completed
31-10-2017,2016,NPKI,NPK International Inc,7918.6,10.4557,Brown,Well Service Group Inc,Neutral,,75,20-10-2017,9.45,10-11-2017,9.65,757.35,-44.74,Completed
30-10-2017,2016,VST,Vistra Corp,52283283.24,9621.6867,Brown,Dynegy Inc,Neutral,,10515.44,19-10-2017,16.2,09-11-2017,15.74,5433.9,4.98,Completed
26-10-2017,2016,XIFR,XPLR Infrastructure LP,25553.45,10.8265,Brown,4 Renewable energy assets,Green,NextEra Energy Inc,1271,13-10-2017,28.06,06-11-2017,25.27,2360.27,-0.56,Completed
18-10-2017,2016,XOM,Exxon Mobil Corp,120041438.1,473.4303,Brown,crude oil terminal/Wink,Brown,Genesis Energy LP,,06-10-2017,57.69,30-10-2017,58.99,253556.73,1.68,Completed
03-10-2017,2016,PEG,Public Service Enterprise Group Inc,14037604.05,779.2162,Brown,10.6 MWs-dc facility,Neutral,Solar Liberty Energy Systems Inc,25,22-09-2017,36.09,13-10-2017,38,18015.03,0.52,Completed
02-10-2017,2016,WKC,World Kinect Corp,545310.24,308.2747,Brown,Orchard Holdings Group LLC,Neutral,Sureserve Group PLC,16.46,21-09-2017,32.33,12-10-2017,31.44,1768.91,-1.51,Completed
25-09-2017,2016,AMSC,American Superconductor Corp,56553.25,356.5104,Brown,Infinia Technology Corp,Neutral,"Private Investor,Qnergy Inc",0.1,14-09-2017,4.21,05-10-2017,4.7,158.63,0.79,Completed
18-09-2017,2016,ITRI,Itron Inc,5193.02,1.5025,Green,Itron Networked Solutions Inc,Neutral,,752.6,07-09-2017,71.4,28-09-2017,77.15,3456.25,1.71,Completed
08-09-2017,2016,ALE,ALLETE Inc,7644669.67,2231.2777,Brown,Tonka Water Conditioning LLC,Neutral,,,28-08-2017,57.6,18-09-2017,58.06,3426.14,0.75,Completed
05-09-2017,2016,PTEN,Patterson-UTI Energy Inc,90235.62,15.6309,Brown,MS Directional LLC,Neutral,"Denham Capital Management LP (Fund: Denham Commodity Partners Fund V LP),NGP Energy Capital Management LLC (Fund: NGP Natural Resources X LP)",262,25-08-2017,13.93,15-09-2017,16.42,5772.89,-0.88,Completed
01-09-2017,2016,MPLX,MPLX LP,305794.17,17.7355,Brown,Certain terminal pipeline & storage assets,Neutral,Marathon Petroleum Corp,1050,21-08-2017,15.74,11-09-2017,16.7,17241.93,2.93,Completed
28-08-2017,2016,FET,Forum Energy Technologies Inc,7947.95,3.0665,Green,Global Tubing LLC,Neutral,Quantum Energy Partners LLC,237,17-08-2017,209,07-09-2017,249,2591.86,-1.52,Completed
23-08-2017,2016,CPK,Chesapeake Utilities Corp,99679.31,62.0633,Brown,Propane operating assets/Chipola,Neutral,CPGC Enterprises Inc,,11-08-2017,68.57,05-09-2017,69.32,1606.09,1.02,Completed
14-08-2017,2016,NBR,Nabors Industries Ltd,237228.74,81.3851,Brown,Tesco Corp,Neutral,,162.23,03-08-2017,341,24-08-2017,302.6,2914.89,-1.19,Completed
03-08-2017,2016,D,Dominion Energy Inc,32679003.94,687.0886,Brown,2 5-megawatt solar facilities,Green,TotalEnergies SE,,21-07-2017,55.23,14-08-2017,55.31,47561.56,-0.07,Completed
03-08-2017,2016,CPK,Chesapeake Utilities Corp,99679.31,62.9678,Brown,Utilities asset/Western Pennsylvania,Neutral,ARM Energy Management LLC,,21-07-2017,67.53,14-08-2017,69.53,1583.02,1.02,Completed
03-08-2017,2016,D,Dominion Energy Inc,32679003.94,687.0886,Brown,2 Solar Power Plants/Fremont & Moorings,Green,Total Holdings SAS,,21-07-2017,55.23,14-08-2017,55.31,47561.56,-0.07,Completed
27-07-2017,2016,EXP,Eagle Materials Inc,3654676.77,1219.8643,Brown,Wildcat Minerals LLC,Neutral,"Private Investor,Platte River Ventures LLC (Fund: Platte River Equity III LP)",36.8,14-07-2017,89.97,07-08-2017,89.91,2995.97,3.93,Completed
