Announce Date,Acquirer Name,Target Name,Seller Name,Announced Total Value (mil.),TV/EBITDA,Deal Status
2017-06-16,AlumiFuel Power Corp,Owen Logistics LLC,,,,Completed
2017-06-13,Kirby Corp,Stewart & Stevenson LLC,Parman Capital Group LLC,756.5,,Completed
2017-06-06,SemGroup Corp,HFOTCO LLC,Alinda Capital Partners LLC,2098.11,,Completed
2017-06-05,Tenth Avenue Petroleum Corp,Oil & gas mineral rights/Fox Creek,,1.04,,Completed
2017-06-05,USD Partners LP,Crude oil terminal/Stroud,,,,Completed
2017-06-02,Eversource Energy,Eversource Aquarion Holdings Inc,Aquarion Co,1675.0,,Completed
2017-06-01,Cardinal Energy Ltd,Canadian light oil assets/Apache Corp,Apache Corp,222.24,,Completed
2017-05-31,Lonestar Resources US Inc,Eagle Ford Shale Properties/US/Texas,,110.05,,Completed
2017-05-30,Valaris plc,Atwood Oceanics Inc,,1831.56,6.37,Completed
2017-05-30,Shell PLC,"Chevron Block 6,Chevron Block 5a,Chevron Block 5e",Chevron Corp,250.0,,Completed
2017-05-30,Crius Energy Trust,US Gas & Electric Inc,MVC Capital Inc,142.5,,Completed
2017-05-30,Denbury Inc,Salt Creek Field working interest,"Private Investor,Roan Resources Inc",71.5,,Completed
2017-05-29,Engie SA,Sungevity International Holdings LLC,,,,Completed
2017-05-25,DTE Energy Co,Gas to energy project,Fort Bend Power Producers LLC,,,Completed
2017-05-24,John Wood Group PLC,CEC Controls Co Inc,,44.0,,Completed
2017-05-24,Abraxas Petroleum Corp,Ward County/Delaware Basin Assets,,20.9,,Completed
2017-05-24,Bow Energy Ltd,Bukit Energy Inc,,1.83,,Completed
2017-05-24,Mosman Oil & Gas Ltd,Arkoma Stacked Pay project/Okfuskee County,"Inland Oil & Gas Corp,Inland Operating Co Inc",0.5,,Completed
2017-05-24,"Crestwood Equity Partners LP,First Reserve Corp (Fund: FR DGE III Co-Investment LP)",Willow Lake Gathering & Processing Assets/Eddy County,,,,Completed
2017-05-24,Singlepoint Inc,Discount Indoor Garden Supplies Inc,,,,Completed
2017-05-23,Fortem Resources Inc,City of Gold LLC,"MAB Resources Holdings LLC,JM Magna Holdings LLC",29.64,,Completed
2017-05-22,Helmerich & Payne Inc,Motive Drilling Technologies Inc,,75.0,,Completed
2017-05-22,L3 Technologies Inc,Open Water Power Inc,,,,Completed
2017-05-18,Energy Transfer Operating LP,PennTex Midstream Partners LP,,428.38,25.33,Completed
2017-05-18,NexTier Oilfield Solutions Inc,RP Energy Services LLC,White Deer Management LLC,255.03,,Completed
2017-05-18,Tallgrass Energy Partners LP,Casper-Douglas Natural Gas Processing & West Frenchiw Draw Treating Facilities,DCP Midstream LP,128.0,,Completed
2017-05-17,"JPMorgan Chase & Co,Novatus Energy LLC",156 MWdc Comanche,,,,Completed
2017-05-15,Secure Waste Infrastructure Co,Ceiba Energy Services Inc,,33.96,50.59,Completed
2017-05-15,Pieridae Energy Ltd,Petrolia Inc,,,,Completed
2017-05-11,WildHorse Resource Development Corp,Eagle Ford drilling properties,"Anadarko Petroleum Corp,KKR Group Co Inc (Fund: KKR Energy Income & Growth Fund I LP)",655.31,,Completed
2017-05-11,Clean Harbors Inc,Lonestar West Inc,,32.75,,Completed
2017-05-11,Questerre Energy Corp,Red Leaf Resources Inc,,,,Completed
2017-05-11,Quantum Energy Inc,Quantum Native Processing Partners LLC,Native Son Holdings LLC,,,Completed
2017-05-10,Enviva Inc,Enviva Port of Wilmington LLC,Manulife Financial Corp,130.0,,Completed
2017-05-08,Via Renewables Inc,Verde Energy Inc,,65.0,,Completed
2017-05-08,ESCO Technologies Inc,NRG Systems Inc,,38.6,,Completed
2017-05-08,Telephone and Data Systems Inc,Sun Prairie telecommunication assets,Sun Prairie Utilities,,,Completed
2017-05-05,Diversified Energy Co PLC,Certain Assets,Titan Energy LLC,84.2,,Completed
2017-05-04,Mosman Oil & Gas Ltd,Strawn oil project,,0.08,,Completed
2017-05-04,Centrica PLC,Rokitt Astra technology,ROkITT Inc,,,Completed
2017-05-04,NV5 Global Inc,Energenz LLC,,,,Completed
2017-05-03,NOV Inc,Drilling Technologies segment,Flotek Industries Inc,17.0,,Completed
2017-05-03,Zenergy Brands Inc,NAUP Brokerage LLC,,,,Completed
2017-05-03,Pulse Oil Corp,"Mannville SA,Whiskey Creek,Bigoray",,,,Completed
2017-05-02,XPLR Infrastructure LP,Golden West Wind Holdings LLC,,422.0,,Completed
2017-05-01,Pembina Pipeline Corp,Veresen Inc,,5085.7,,Completed
2017-05-01,Exxon Mobil Corp,Certain Assets,Paramount Resources TEC Ltd,43.91,,Completed
2017-05-01,Manitok Energy Inc,Craft Oil Ltd,,13.85,,Completed
2017-05-01,Permian Resources Corp,Oil & gas properties/Northern Delaware Basin,GMT Exploration Co LLC/CO,,,Completed
2017-04-28,Entergy Corp,361 MW natural gas-fueled electrical generation plant,Calpine Corp,222.0,,Completed
2017-04-26,Green Plains Inc,2 Cattle feeding operations,Cargill Inc,36.7,,Completed
2017-04-26,Drax Group PLC,Operating assets/Louisiana Pellets,German Pellets GmbH,35.4,,Completed
2017-04-25,Chord Energy Corp,North Star Water LLC,,,,Completed
2017-04-24,CMC Materials KMG Corp,Flowchem LLC,Arsenal Capital Partners LP,495.0,,Completed
2017-04-21,Dynegy Inc,Wm. H. Zimmer Generating Station,AES Corp/The,,,Completed
2017-04-21,Dynegy Inc,Miami Fort Unit 7 and Miami Fort Unit 8,AES Corp/The,,,Completed
2017-04-20,Cardinal Energy Group Inc,EOI Eagle Operating Inc,,0.25,,Completed
2017-04-19,Brookfield Business Partners LP,Gas station operations/Canada,Loblaw Cos Ltd,401.06,,Completed
2017-04-19,Surge Energy Inc,Sparky area crude oil property,,37.0,,Completed
2017-04-19,Razor Energy Corp,Strategic assets in west central Alberta,,7.13,,Completed
2017-04-18,Parkland Corp,Chevron Canada R&M ULC,Chevron Corp,1090.18,,Completed
2017-04-18,Source Energy Services Ltd,Sand Products Wisconsin LLC,,45.0,,Completed
2017-04-18,Fortem Resources Inc,Black Dragon LLC,,30.8,,Completed
2017-04-18,Secure Waste Infrastructure Co,Chemical production business,,22.25,,Completed
2017-04-17,Blackstone Inc,Eagleclaw Midstream Ventures LLC,EnCap Investments LP,2000.0,,Completed
2017-04-17,Emerge Energy Services LP,Osburn Materials Inc,,20.0,,Completed
2017-04-17,PBF Logistics LP,Toledo terminal,Energy Transfer Operating LP,10.0,,Completed
2017-04-12,Capital Power Corp,Decatur Power Holdings LLC,LS Power Development LLC,441.0,,Completed
2017-04-12,Enghouse Systems Ltd,Tollgrade Communications Inc,Golden Gate Capital LP,23.0,,Completed
2017-04-12,Dominion Energy Inc,40-megawatt Midway II Project solar power plant,Solar Frontier KK,,,Completed
2017-04-11,NuStar Energy LP,Nustar Permian Services LLC,First Reserve Corp,1475.0,,Completed
2017-04-11,Fortem Resources Inc,Colony Energy LLC,,,,Completed
2017-04-10,Verde Bio Holdings Inc,Myriad Software Productions LLC,,,,Completed
2017-04-07,Southern Co/The,Power Pro-Tech Services Inc,MSouth Equity Partners LLC,,,Completed
2017-04-06,Seven & i Holdings Co Ltd,Convenience store & gasoline retail business,Sunoco LP,3114.0,,Completed
2017-04-04,Unit Corp,Oil and natural gas assets/Grady & Caddo counties,,57.0,,Completed
2017-04-04,US Silica Holdings Inc,Cool roof granules division,National Coatings Corp,18.7,,Completed
2017-04-03,Hyduke Energy Services Inc,Avalanche Metal Industries Ltd,1017348 Alberta Ltd,0.06,,Completed
2017-04-03,"BP PLC,EIDP Inc",Nesika Energy LLC,,,,Completed
2017-04-03,Carlyle Group Inc/The,"Tilton Plant Gas Vermilion IL MRO,Rocky Road Plant Gas Kane IL MRO,Elgin Energy Center LLC",Rockland Capital Energy Investments LLC,,,Completed
2017-03-30,Western Midstream Operating LP,Gathering systems/Delaware Basin,Williams Partners LP,155.0,,Completed
2017-03-29,Cenovus Energy Inc,Canadian conventional natural gas assets,ConocoPhillips,13196.47,,Completed
2017-03-29,"Apollo Asset Management Inc (Fund: Apollo Natural Resources Partners II LP),Chisholm Oil & Gas LLC",Canadian & Kingfisher Counties exploration/Anadarko Basin,,,,Completed
2017-03-27,Stampede Drilling Inc,3 complete tele-double drilling rigs & related assets,Vortex Drilling Ltd,4.56,,Completed
2017-03-27,Osaka Gas Co Ltd,Shore Power Plant,Competitive Power Ventures Holdings LLC,,,Completed
2017-03-24,American Electric Power Co Inc,Conesville power plant/Ohio,Dynegy Inc,,,Completed
2017-03-23,Mammoth Energy Services Inc,Chieftain Sand & Proppant LLC,,36.0,,Completed
2017-03-23,China Petroleum & Chemical Corp,Chevron Botswana Pty Ltd,Chevron Corp,,,Completed
2017-03-22,China Petroleum & Chemical Corp,Chevron South Africa Pty Ltd,Chevron Corp,900.0,,Completed
2017-03-22,Trican Well Service Ltd,Canyon Services Group Inc,,513.34,,Completed
2017-03-22,Gastar Exploration Inc,66 wells and 5670 acres/OK,Consortium,51.4,,Completed
2017-03-21,Marathon Oil Corp,Permian basin assets/New Mexico,"Unknown Seller,Black Mountain Oil & Gas LLC",700.0,,Completed
2017-03-21,Journey Energy Inc,Central Alberta core,,23.75,,Completed
2017-03-21,AusTex Oil Ltd,Snake River Project,,,,Completed
2017-03-21,Mammoth Energy Services Inc,Sturgeon Acquisitions LLC,"Gulfport Energy Operating Corp,Wexford Capital LP,Rhino Resource Partners LP",,,Completed
2017-03-20,Australian Oil Co Ltd,5 operated natural gas wells,,,,Completed
2017-03-20,Brand Energy Inc,Safway Group Holding LLC,Odyssey Investment Partners LLC,,,Completed
2017-03-16,Painted Pony Energy Ltd,UGR Blair Creek Ltd,Unconventional Gas Resources Canada Operating Inc,241.48,,Completed
2017-03-16,Sprague Resources LP,Lawrence & Inwood terminal assets,"Carbo Realty LLC,Carbo Industries Inc",70.0,,Completed
2017-03-16,Kleangas Energy Technologies Inc,Pacific Cannabis Growers Inc,,,,Completed
2017-03-15,Enterprise Products Partners LP,Azure natural gas gathering system,Azure Midstream Partners LP,189.0,,Completed
2017-03-15,Windfall Geotek Inc,Diagnos mining division,DIAGNOS Inc/Canada,0.8,,Completed
2017-03-13,Spectra Energy Partners LP,PennEast interstate natural gas pipeline,PSEG Power LLC,,,Completed
2017-03-13,NextDecade Corp,NextDecade LLC,"York Capital Management LP,Valinor Management LP,Halcyon Energy Corp Pte Ltd",,,Completed
2017-03-13,Spectra Energy Partners LP,PennEast interstate natural gas pipeline project,Public Service Enterprise Group Inc,,,Completed
2017-03-10,Chill Brands Group PLC,Niobrara oil & gas lease,Renegade Oil & Gas Co LLC,2.2,,Completed
2017-03-10,One World Lithium Inc,Lithium Investments Ltd,,0.74,,Completed
2017-03-09,Canadian Natural Resources Ltd,Athabasca Oil Sands Project & Peace River Complex in-situ assets/Canada,Shell PLC,8162.21,,Completed
2017-03-09,"Canadian Natural Resources Ltd,Shell PLC",Marathon Oil Canada Corp,Marathon Oil Corp,2500.0,,Completed
2017-03-09,Marathon Oil Corp,Permian Basin Assets,"Unnamed Seller,BC Operating Inc",1100.0,,Completed
2017-03-07,Brookfield Corp,TerraForm Power Inc,,4724.71,17.98,Completed
2017-03-07,Brookfield Corp,TerraForm Global Inc,,954.09,11.64,Completed
2017-03-07,Extreme Networks Inc,Networking business of Avaya,Avaya Holdings Corp,100.0,,Completed
2017-03-03,Resolute Energy Corp,Reeves County oil & gas properties,,160.0,,Completed
2017-03-03,TAAT Global Alternatives Inc,Texas Panhandle properties,Ponderosa Energy LLC/TX,1.3,,Completed
2017-03-03,Blende Silver Corp,"BCGold Corp Gold Hill Gold Mine,BCGOld Corp Engineer Gold Mine",NEO Battery Materials Ltd,0.26,,Completed
2017-03-02,Diamondback Energy Inc,Brigham Resources LLC,"Yorktown Partners LLC (Fund: Yorktown Energy Partners IX LP),Warburg Pincus LLC (Fund: Warburg Pincus Private Equity XI LP),Pine Brook Road Partners LLC (Fund: Pine Brook Capital Partners II LP)",2550.0,,Completed
2017-03-02,Foremost Clean Energy Ltd,Winston Gold project,"Southwest Exploration Inc,Redline Minerals Inc",0.31,,Completed
2017-03-02,Valaris plc,DCFusion LLC,,,,Completed
2017-03-01,MPLX LP,Certain terminal pipeline & storage assets,Marathon Petroleum Corp,2015.0,,Completed
2017-03-01,BP PLC,Renewable natural gas business/Clean Energy Fuels Corp,Clean Energy Fuels Corp,155.0,,Completed
2017-03-01,Hyduke Energy Services Inc,"Western Manufacturing Ltd,Ledarco Industries Ltd",,5.5,,Completed
2017-03-01,Pledge Petroleum Corp,Total E&S Inc,C&J Energy Services Inc,,,Completed
2017-02-28,Egide SA,Santier Inc,"Pegasus Capital Group SA,Courtney Group LLC/The",,,Completed
2017-02-27,NEL ASA,Proton Energy Systems Inc,F9 Investments LLC,70.0,,Completed
2017-02-24,"AES Corp/The,Alberta Investment Management Corp",Spower LLC,Fir Tree Partners Inc,1577.0,,Completed
2017-02-24,Diversified Energy Co PLC,Producing gas & oil wells/Ohio & Pennsylvania,,1.75,,Completed
2017-02-24,Dynegy Inc,W H Zimmer Power Plant,American Electric Power Co Inc,,,Completed
2017-02-23,Hi-Crush Inc,Permian Basin Sand Co LLC,,275.0,,Completed
2017-02-23,Hi-Crush Inc,Hi-Crush Whitehall LLC,Hi-Crush Proppants LLC,140.0,,Completed
2017-02-23,WildHorse Resource Development Corp,Producing and non producing assets / Burleson County,Unknown Seller,19.3,,Completed
2017-02-23,Pipestone Energy Corp,Montney Natural Gas Assets,Paramount Resources Ltd,2.4,,Completed
2017-02-22,Strad Inc,Unnamed Target,,2.07,,Completed
2017-02-22,PetroGas Co,Oil & gas leases/OK,,,,Completed
2017-02-22,Virtus Oil and Gas Corp,3 properties/Southeastern Utah,,,,Completed
2017-02-22,Power Metals Corp,Coyote Project,,,,Completed
2017-02-22,SandRidge Energy Inc,13100 acres in Stack Formation,"Red Mountain Energy Corp/United States,IOG Capital LP",,,Completed
2017-02-21,Capital Power Corp,Thermal Power Business/Veresen,Veresen Inc,380.1,,Completed
2017-02-15,Strad Inc,Got Mats,,3.68,,Completed
2017-02-14,Prairie Provident Resources Inc,Oil assets/Northern Alberta,,41.0,,Completed
2017-02-14,Petrus Resources Ltd,Certain oil & natural gas interests/Ferrier area,,,,Completed
2017-02-13,Superior Plus Corp,Canwest Propane ULC,Gibson Energy Inc,435.0,,Completed
2017-02-13,Superior Plus Corp,Industrial Propane business,Gibson Energy Inc,315.02,,Completed
2017-02-13,MPLX LP,Ozark pipeline,Enbridge Energy Partners LP,220.0,,Completed
2017-02-13,"Plains All American Pipeline LP,Noble Midstream Partners LP",Advantage Pipeline LLC,Five States Energy Capital LLC,133.0,,Completed
2017-02-10,Spire Inc,PULS Inc,,,,Completed
2017-02-09,EQT Corp,53400 core net Marcellus acres,Talos Energy Inc,527.0,,Completed
2017-02-09,Blacksteel Energy Inc,Certain Assets,Drakkar Energy Ltd,0.6,,Completed
2017-02-07,Parsley Energy Inc,Permian Midland oil & gas properties,Double Eagle Energy Permian LLC,2818.97,,Completed
2017-02-07,Kleangas Energy Technologies Inc,Country Junction Farms Inc,,,,Completed
2017-02-06,Maha Energy AB,Gran Tierra Finance Luxembourg Sarl,Gran Tierra Energy Inc,37.57,,Completed
2017-02-06,Pipestone Energy Corp,Certain Assets,Paramount Resources Ltd,2.08,,Completed
2017-02-06,Eros Resources Corp,Flaxcombe Heavy oil field,Westcore Energy Ltd,1.22,,Completed
2017-02-06,Australian Oil Co Ltd,13 operated natural gas wells,ABA Energy Corp,0.78,,Completed
2017-02-02,Mitsui & Co Ltd,Commercial & Industrial division,SunEdison Inc,,,Completed
2017-02-02,Brenntag SE,Pipeline & chemicals services business segment,Greene's Energy Group LLC,,,Completed
2017-02-02,"Mitsubishi UFJ Financial Group Inc,Allianz Capital Partners GmbH",Great Western wind park,Electricite de France SA,,,Completed
2017-02-01,ONEOK Inc,ONEOK Partners LP,,17377.65,11.54,Completed
2017-02-01,WEC Energy Group Inc,Bluewater gas storage facility,Plains All American Pipeline LP,230.0,,Completed
2017-01-31,EV Energy Partners LP,Oil & natural gas properties/Karnes County,Eagle Ford Oil & Gas Corp,58.7,,Completed
2017-01-30,Broadwind Inc,Red Wolf Co LLC,,,,Completed
2017-01-30,PetroGas Co,6 oil & gas wells,,,,Completed
2017-01-27,Targa Resources Corp,Certain Assets,Silver Hill Energy Partners LLC,484.0,,Completed
2017-01-27,Enbridge Inc,Midcoast Energy Partners LP,Enbridge Energy Partners LP,170.21,200.98,Completed
2017-01-26,Power Metals Corp,Lithium Oilfield Brine project portfolio,,1.0,,Completed
2017-01-26,Nostra Terra Oil & Gas Co PLC,Pine Mills oil field,Montana Exploration Corp,0.2,,Completed
2017-01-26,"Apollo Asset Management Inc (Fund: Apollo Natural Resources Partners II LP),PPM America Inc (Fund: PPM America Private Equity Fund VI LP)",Wolf camp asset,EP Energy Corp,,,Completed
2017-01-25,AltaGas Ltd,WGL Holdings Inc,,6289.42,14.84,Completed
2017-01-25,PetroGas Co,Oil and gas leases/US,DOI Bureau of Land Management,,,Completed
2017-01-24,Plains All American Pipeline LP,Alpha Holding Co LLC,"Concho Resources Inc,Frontier Midstream Solutions LLC",1215.0,,Completed
2017-01-24,Cardinal Energy Ltd,Certain Assets,Craft Oil Ltd,40.57,,Completed
2017-01-24,Sprague Resources LP,Terminal & storage assets,LE Belcher Service Stations Inc,20.0,,Completed
2017-01-24,Point Loma Resources Ltd,Oil & gas assets/AB,,2.52,,Completed
2017-01-23,Targa Resources Corp,"Outrigger Delaware Operating LLC,Outrigger Southern Delaware Operating LLC,Outrigger Midland Operating LLC",Outrigger Energy LLC,565.0,,Completed
2017-01-19,Consolidated Edison Inc,Juhl Energy Services Inc,Juhl Energy Inc,,,Completed
2017-01-19,Consolidated Edison Inc,Ross Solar Group LLC,,,,Completed
2017-01-18,Valero Energy Partners LP,Hewitt segment,Plains All American Pipeline LP,70.0,,Completed
2017-01-18,Banpu PCL,Certain Assets,Chief Exploration & Development LLC,63.0,,Completed
2017-01-17,Exxon Mobil Corp,Unnamed Target,,5600.0,,Completed
2017-01-16,Noble Energy Inc,Clayton Williams Energy Inc,,3115.09,17.77,Completed
2017-01-16,Cassiar Gold Corp,Bayonne & Sheep Creek properties/Salmo,Yellowstone Resources Ltd,0.72,,Completed
2017-01-13,Global Unicorn Holdings Inc,Kailo Energy,,,,Completed
2017-01-12,"Mesquite Energy Inc,Blackstone Inc (Fund: Blackstone Energy Partners II LP)",Eagleford Shale assets in South Texas,Anadarko Petroleum Corp,2100.0,,Completed
2017-01-12,WPX Energy Inc,Delaware basin oil & gas well assets,"Panther Energy Co LLC,Carrier Energy Partners LLC",,,Completed
2017-01-11,Parsley Energy Inc,Oil and gas properties/Texas Midland Basin,,402.0,,Completed
2017-01-11,Parsley Energy Inc,Mineral rights/Texas,,43.0,,Completed
2017-01-11,Enel SpA,Demand Energy Networks Inc,,40.12,,Completed
2017-01-11,Alpine 4 Holdings Inc,Horizon Well Testing LLC,,5.5,,Completed
2017-01-10,Duke Energy Corp,"Rio Bravo I/CA,Rio Bravo II/CA,Wildwood Solar II/CA",SunPower Corp,,,Completed
2017-01-09,Forum Energy Technologies Inc,Cooper Valves LP,,14.5,,Completed
2017-01-06,Innovex International Inc,Technologies Alliance Inc/The,,20.0,,Completed
2017-01-05,Helios Energy Ltd,"Presidio Oil Project,Trinity Oil Project",,,,Completed
2017-01-05,Ballard Power Systems Inc,Ballard Power Systems Europe A/S,Dansk Industri Invest A/S,,,Completed
2017-01-04,DCP Midstream LP,DCP Midstream assets,"Spectra Energy Corp,Phillips 66",2726.0,,Completed
2017-01-04,Antero Resources Corp,Ohio Utica assets/Warrior South Area,Rex Energy Corp,30.0,,Completed
2017-01-04,McCoy Global Inc,3PS Inc,Pason Systems Inc,6.1,,Completed
2017-01-04,Pason Systems Inc,Verdazo Analytics Inc,,,,Completed
2017-01-03,Tallgrass Energy Partners LP,"Tallgrass NatGas Operator LLC,Tallgrass Terminals LLC",Tallgrass Development LP,140.0,,Completed
2017-01-03,Ormat Technologies Inc,Viridity Energy Inc,"Private Investor,Braemar Energy Ventures (Fund: Braemar Energy Ventures II LP),AltEnergy LLC,Intel Capital Corp (Fund: Intel Capital AppUp Fund)",35.0,,Completed
2017-01-03,Elk Petroleum Ltd,Madden gas field & Madden Deep unit gas field & Lost Cabin gas plant,Freeport-McMoRan Inc,17.5,,Completed
2017-01-03,Sprague Resources LP,Natural gas marketing and electricity brokerage business,Global Partners LP/MA,17.3,,Completed
